,Sensor_0,Sensor_4,Sensor_5,Sensor_7,Sensor_9,Sensor_15,Sensor_16,Sensor_17,Sensor_18
4096,462.54,7.05,9.03,1915.09,0.94,0.02,308,1915,84.93
4097,449.44,5.48,8.0,2222.67,1.02,0.02,335,2223,100.0
4098,518.67,14.62,21.61,2388.15,1.3,0.03,394,2388,100.0
4099,491.19,9.35,13.66,2323.93,1.08,0.02,365,2324,100.0
4100,462.54,7.05,9.02,1915.12,0.94,0.02,308,1915,84.93
4101,518.67,14.62,21.61,2388.12,1.3,0.03,392,2388,100.0
4102,449.44,5.48,8.0,2222.72,1.02,0.02,334,2223,100.0
4103,445.0,3.91,5.72,2211.61,1.02,0.02,331,2212,100.0
4104,489.05,10.52,15.5,2318.95,1.26,0.03,368,2319,100.0
4105,491.19,9.35,13.65,2323.98,1.08,0.02,367,2324,100.0
4106,518.67,14.62,21.61,2388.13,1.3,0.03,394,2388,100.0
4107,449.44,5.48,8.0,2222.68,1.02,0.02,334,2223,100.0
4108,489.05,10.52,15.49,2318.99,1.26,0.03,370,2319,100.0
4109,491.19,9.35,13.66,2323.93,1.08,0.02,367,2324,100.0
4110,462.54,7.05,9.03,1915.11,0.94,0.02,307,1915,84.93
4111,489.05,10.52,15.49,2318.99,1.26,0.03,370,2319,100.0
4112,491.19,9.35,13.66,2323.98,1.07,0.02,366,2324,100.0
4113,445.0,3.91,5.71,2211.58,1.02,0.02,332,2212,100.0
4114,489.05,10.52,15.5,2318.98,1.26,0.03,370,2319,100.0
4115,489.05,10.52,15.5,2318.98,1.26,0.03,368,2319,100.0
4116,462.54,7.05,9.03,1915.05,0.94,0.02,306,1915,84.93
4117,491.19,9.35,13.66,2323.92,1.08,0.02,366,2324,100.0
4118,518.67,14.62,21.61,2388.14,1.3,0.03,393,2388,100.0
4119,445.0,3.91,5.72,2211.61,1.02,0.02,330,2212,100.0
4120,518.67,14.62,21.61,2388.19,1.3,0.03,394,2388,100.0
4121,518.67,14.62,21.61,2388.2,1.3,0.03,393,2388,100.0
4122,449.44,5.48,8.0,2222.66,1.02,0.02,334,2223,100.0
4123,445.0,3.91,5.71,2211.57,1.02,0.02,330,2212,100.0
4124,518.67,14.62,21.61,2388.18,1.3,0.03,393,2388,100.0
4125,449.44,5.48,8.0,2222.66,1.02,0.02,335,2223,100.0
4126,462.54,7.05,9.03,1915.09,0.94,0.02,308,1915,84.93
4127,462.54,7.05,9.02,1915.13,0.94,0.02,307,1915,84.93
4128,462.54,7.05,9.03,1915.06,0.94,0.02,308,1915,84.93
4129,489.05,10.52,15.49,2319.05,1.26,0.03,369,2319,100.0
4130,518.67,14.62,21.61,2388.09,1.3,0.03,394,2388,100.0
4131,462.54,7.05,9.03,1915.11,0.94,0.02,307,1915,84.93
4132,518.67,14.62,21.61,2388.18,1.3,0.03,394,2388,100.0
4133,449.44,5.48,8.0,2222.66,1.02,0.02,335,2223,100.0
4134,445.0,3.91,5.72,2211.57,1.02,0.02,331,2212,100.0
4135,491.19,9.35,13.66,2323.91,1.08,0.03,365,2324,100.0
4136,518.67,14.62,21.61,2388.14,1.3,0.03,393,2388,100.0
4137,462.54,7.05,9.02,1915.07,0.94,0.02,307,1915,84.93
4138,491.19,9.35,13.66,2323.97,1.07,0.02,365,2324,100.0
4139,491.19,9.35,13.66,2323.95,1.08,0.03,367,2324,100.0
4140,518.67,14.62,21.61,2388.22,1.3,0.03,394,2388,100.0
4141,491.19,9.35,13.66,2323.9,1.08,0.02,367,2324,100.0
4142,445.0,3.91,5.71,2211.61,1.02,0.02,333,2212,100.0
4143,518.67,14.62,21.61,2388.18,1.3,0.03,394,2388,100.0
4144,489.05,10.52,15.49,2318.98,1.26,0.03,368,2319,100.0
4145,445.0,3.91,5.71,2211.54,1.02,0.02,332,2212,100.0
4146,445.0,3.91,5.71,2211.59,1.02,0.02,331,2212,100.0
4147,462.54,7.05,9.03,1915.09,0.94,0.02,309,1915,84.93
4148,445.0,3.91,5.71,2211.54,1.02,0.02,333,2212,100.0
4149,449.44,5.48,8.0,2222.71,1.02,0.02,333,2223,100.0
4150,518.67,14.62,21.61,2388.17,1.3,0.03,394,2388,100.0
4151,449.44,5.48,8.0,2222.65,1.02,0.02,334,2223,100.0
4152,449.44,5.48,8.0,2222.67,1.02,0.02,335,2223,100.0
4153,489.05,10.52,15.5,2319.0,1.26,0.03,369,2319,100.0
4154,491.19,9.35,13.66,2323.93,1.08,0.02,365,2324,100.0
4155,449.44,5.48,8.0,2222.66,1.02,0.02,334,2223,100.0
4156,462.54,7.05,9.02,1915.03,0.94,0.02,308,1915,84.93
4157,445.0,3.91,5.71,2211.55,1.02,0.02,332,2212,100.0
4158,489.05,10.52,15.5,2318.98,1.26,0.03,371,2319,100.0
4159,445.0,3.91,5.71,2211.57,1.02,0.02,332,2212,100.0
4160,491.19,9.35,13.66,2323.98,1.08,0.03,365,2324,100.0
4161,462.54,7.05,9.03,1915.12,0.94,0.02,308,1915,84.93
4162,518.67,14.62,21.61,2388.24,1.3,0.03,393,2388,100.0
4163,445.0,3.91,5.72,2211.46,1.02,0.02,332,2212,100.0
4164,489.05,10.52,15.5,2319.0,1.26,0.03,370,2319,100.0
4165,489.05,10.52,15.5,2319.08,1.26,0.03,370,2319,100.0
4166,445.0,3.91,5.71,2211.54,1.02,0.02,331,2212,100.0
4167,491.19,9.35,13.66,2323.98,1.07,0.03,366,2324,100.0
4168,491.19,9.35,13.66,2323.97,1.07,0.03,366,2324,100.0
4169,518.67,14.62,21.61,2388.17,1.3,0.03,393,2388,100.0
4170,445.0,3.91,5.71,2211.54,1.02,0.02,331,2212,100.0
4171,518.67,14.62,21.61,2388.19,1.3,0.03,396,2388,100.0
4172,449.44,5.48,8.0,2222.6,1.02,0.02,333,2223,100.0
4173,462.54,7.05,9.03,1915.1,0.94,0.02,308,1915,84.93
4174,445.0,3.91,5.72,2211.55,1.02,0.02,331,2212,100.0
4175,462.54,7.05,9.03,1915.05,0.94,0.02,308,1915,84.93
4176,449.44,5.48,8.0,2222.65,1.02,0.02,334,2223,100.0
4177,445.0,3.91,5.71,2211.56,1.02,0.02,332,2212,100.0
4178,491.19,9.35,13.66,2323.94,1.08,0.03,367,2324,100.0
4179,445.0,3.91,5.72,2211.54,1.02,0.02,331,2212,100.0
4180,518.67,14.62,21.61,2388.21,1.3,0.03,394,2388,100.0
4181,462.54,7.05,9.03,1915.07,0.94,0.02,308,1915,84.93
4182,489.05,10.52,15.49,2319.09,1.26,0.03,370,2319,100.0
4183,445.0,3.91,5.71,2211.52,1.02,0.02,331,2212,100.0
4184,491.19,9.35,13.66,2323.96,1.07,0.03,367,2324,100.0
4185,491.19,9.35,13.66,2324.03,1.08,0.03,365,2324,100.0
4186,445.0,3.91,5.71,2211.51,1.02,0.02,332,2212,100.0
4187,462.54,7.05,9.03,1915.1,0.94,0.02,308,1915,84.93
4188,445.0,3.91,5.71,2211.51,1.02,0.02,330,2212,100.0
4189,445.0,3.91,5.72,2211.4,1.02,0.02,333,2212,100.0
4190,489.05,10.52,15.5,2319.11,1.26,0.03,372,2319,100.0
4191,518.67,14.62,21.61,2388.19,1.3,0.03,395,2388,100.0
4192,449.44,5.48,8.0,2222.64,1.02,0.02,335,2223,100.0
4193,445.0,3.91,5.71,2211.53,1.02,0.02,333,2212,100.0
4194,489.05,10.52,15.5,2319.07,1.26,0.03,372,2319,100.0
4195,489.05,10.52,15.5,2319.11,1.26,0.03,371,2319,100.0
4196,489.05,10.52,15.5,2319.08,1.26,0.03,371,2319,100.0
4197,518.67,14.62,21.61,2388.21,1.3,0.03,395,2388,100.0
4198,445.0,3.91,5.71,2211.47,1.02,0.02,332,2212,100.0
4199,445.0,3.91,5.71,2211.49,1.02,0.02,332,2212,100.0
4200,491.19,9.35,13.66,2323.93,1.08,0.03,367,2324,100.0
4201,445.0,3.91,5.72,2211.42,1.02,0.02,331,2212,100.0
4202,518.67,14.62,21.61,2388.26,1.3,0.03,396,2388,100.0
4203,491.19,9.35,13.66,2323.94,1.08,0.02,366,2324,100.0
4204,449.44,5.48,8.0,2222.6,1.02,0.02,336,2223,100.0
4205,445.0,3.91,5.71,2211.5,1.02,0.02,332,2212,100.0
4206,462.54,7.05,9.02,1915.01,0.94,0.02,309,1915,84.93
4207,449.44,5.48,8.0,2222.64,1.02,0.02,333,2223,100.0
4208,489.05,10.52,15.5,2319.1,1.26,0.03,372,2319,100.0
4209,449.44,5.48,8.0,2222.62,1.02,0.02,337,2223,100.0
4210,518.67,14.62,21.61,2388.26,1.3,0.03,396,2388,100.0
4211,462.54,7.05,9.03,1915.04,0.94,0.02,310,1915,84.93
4212,518.67,14.62,21.61,2388.26,1.3,0.03,394,2388,100.0
4213,449.44,5.48,8.0,2222.55,1.02,0.02,336,2223,100.0
4214,489.05,10.52,15.5,2319.05,1.26,0.03,372,2319,100.0
4215,462.54,7.05,9.02,1915.0,0.94,0.02,309,1915,84.93
4216,491.19,9.35,13.66,2324.03,1.08,0.03,368,2324,100.0
4217,462.54,7.05,9.03,1915.08,0.94,0.02,308,1915,84.93
4218,445.0,3.91,5.72,2211.39,1.02,0.02,331,2212,100.0
4219,462.54,7.05,9.03,1915.02,0.94,0.02,309,1915,84.93
4220,462.54,7.05,9.03,1914.96,0.94,0.02,307,1915,84.93
4221,489.05,10.52,15.5,2319.16,1.26,0.03,372,2319,100.0
4222,449.44,5.48,8.0,2222.62,1.02,0.02,337,2223,100.0
4223,462.54,7.05,9.03,1914.99,0.94,0.02,310,1915,84.93
4224,491.19,9.35,13.66,2324.03,1.08,0.03,366,2324,100.0
4225,449.44,5.48,8.0,2222.57,1.02,0.02,337,2223,100.0
4226,462.54,7.05,9.03,1914.89,0.94,0.02,309,1915,84.93
4227,491.19,9.35,13.66,2324.06,1.07,0.03,367,2324,100.0
4228,445.0,3.91,5.72,2211.34,1.02,0.02,332,2212,100.0
4229,491.19,9.35,13.66,2324.05,1.08,0.03,368,2324,100.0
4230,491.19,9.35,13.66,2324.08,1.07,0.03,367,2324,100.0
4231,462.54,7.05,9.03,1914.96,0.94,0.02,310,1915,84.93
4232,462.54,7.05,9.03,1914.9,0.94,0.02,309,1915,84.93
4233,462.54,7.05,9.03,1914.92,0.94,0.02,311,1915,84.93
4234,491.19,9.35,13.66,2324.08,1.07,0.03,368,2324,100.0
4235,489.05,10.52,15.5,2319.2,1.26,0.03,371,2319,100.0
4236,518.67,14.62,21.61,2388.31,1.3,0.03,395,2388,100.0
4237,491.19,9.35,13.66,2324.02,1.08,0.03,368,2324,100.0
4238,449.44,5.48,8.0,2222.59,1.02,0.02,336,2223,100.0
4239,462.54,7.05,9.03,1914.91,0.93,0.02,309,1915,84.93
4240,518.67,14.62,21.61,2387.95,1.3,0.03,393,2388,100.0
4241,489.05,10.52,15.49,2318.89,1.26,0.03,370,2319,100.0
4242,445.0,3.91,5.72,2211.98,1.02,0.02,330,2212,100.0
4243,449.44,5.48,8.0,2222.98,1.02,0.02,333,2223,100.0
4244,449.44,5.48,8.0,2222.98,1.02,0.02,333,2223,100.0
4245,445.0,3.91,5.71,2211.86,1.02,0.02,330,2212,100.0
4246,489.05,10.52,15.49,2318.87,1.26,0.03,370,2319,100.0
4247,518.67,14.62,21.61,2388.09,1.3,0.03,392,2388,100.0
4248,445.0,3.91,5.71,2211.96,1.02,0.02,330,2212,100.0
4249,518.67,14.62,21.61,2388.04,1.3,0.03,393,2388,100.0
4250,445.0,3.91,5.71,2211.87,1.02,0.02,331,2212,100.0
4251,449.44,5.48,8.0,2222.91,1.02,0.02,333,2223,100.0
4252,462.54,7.05,9.03,1915.37,0.94,0.02,305,1915,84.93
4253,445.0,3.91,5.71,2211.94,1.02,0.02,329,2212,100.0
4254,445.0,3.91,5.71,2211.93,1.02,0.02,332,2212,100.0
4255,491.19,9.35,13.65,2323.9,1.08,0.02,363,2324,100.0
4256,445.0,3.91,5.72,2211.89,1.02,0.02,329,2212,100.0
4257,489.05,10.52,15.49,2318.86,1.26,0.03,370,2319,100.0
4258,449.44,5.48,8.0,2222.93,1.02,0.02,334,2223,100.0
4259,489.05,10.52,15.49,2318.87,1.26,0.03,370,2319,100.0
4260,462.54,7.05,9.02,1915.23,0.94,0.02,306,1915,84.93
4261,462.54,7.05,9.02,1915.28,0.94,0.02,306,1915,84.93
4262,491.19,9.35,13.65,2323.89,1.08,0.02,365,2324,100.0
4263,445.0,3.91,5.71,2211.98,1.02,0.02,331,2212,100.0
4264,445.0,3.91,5.71,2211.93,1.02,0.02,329,2212,100.0
4265,518.67,14.62,21.61,2388.03,1.3,0.03,393,2388,100.0
4266,491.19,9.35,13.65,2323.93,1.08,0.02,365,2324,100.0
4267,449.44,5.48,8.0,2222.99,1.02,0.02,333,2223,100.0
4268,445.0,3.91,5.72,2211.96,1.02,0.02,330,2212,100.0
4269,489.05,10.52,15.49,2318.88,1.26,0.03,369,2319,100.0
4270,491.19,9.35,13.65,2323.94,1.08,0.02,364,2324,100.0
4271,462.54,7.05,9.03,1915.25,0.94,0.02,307,1915,84.93
4272,462.54,7.05,9.03,1915.35,0.94,0.02,307,1915,84.93
4273,449.44,5.48,8.0,2222.84,1.02,0.02,333,2223,100.0
4274,489.05,10.52,15.49,2318.86,1.26,0.03,369,2319,100.0
4275,445.0,3.91,5.71,2211.96,1.02,0.02,330,2212,100.0
4276,491.19,9.35,13.65,2323.92,1.08,0.02,364,2324,100.0
4277,491.19,9.35,13.65,2323.94,1.08,0.02,363,2324,100.0
4278,491.19,9.35,13.65,2323.94,1.08,0.02,363,2324,100.0
4279,518.67,14.62,21.61,2387.99,1.3,0.03,392,2388,100.0
4280,489.05,10.52,15.49,2318.89,1.26,0.03,370,2319,100.0
4281,462.54,7.05,9.03,1915.33,0.94,0.02,305,1915,84.93
4282,489.05,10.52,15.49,2318.84,1.26,0.03,368,2319,100.0
4283,489.05,10.52,15.49,2318.85,1.26,0.03,370,2319,100.0
4284,462.54,7.05,9.03,1915.35,0.94,0.02,308,1915,84.93
4285,489.05,10.52,15.49,2318.8,1.26,0.03,368,2319,100.0
4286,445.0,3.91,5.72,2211.89,1.02,0.02,331,2212,100.0
4287,445.0,3.91,5.71,2211.88,1.02,0.02,330,2212,100.0
4288,445.0,3.91,5.71,2211.91,1.02,0.02,329,2212,100.0
4289,489.05,10.52,15.49,2318.8,1.26,0.03,369,2319,100.0
4290,449.44,5.48,8.0,2222.92,1.02,0.02,333,2223,100.0
4291,489.05,10.52,15.49,2318.9,1.26,0.03,369,2319,100.0
4292,489.05,10.52,15.49,2318.84,1.26,0.03,368,2319,100.0
4293,491.19,9.35,13.66,2323.93,1.08,0.02,364,2324,100.0
4294,518.67,14.62,21.61,2388.05,1.3,0.03,392,2388,100.0
4295,445.0,3.91,5.71,2211.92,1.02,0.02,329,2212,100.0
4296,449.44,5.48,8.0,2222.89,1.02,0.02,333,2223,100.0
4297,445.0,3.91,5.72,2211.91,1.02,0.02,330,2212,100.0
4298,462.54,7.05,9.03,1915.37,0.94,0.02,307,1915,84.93
4299,445.0,3.91,5.71,2211.96,1.02,0.02,331,2212,100.0
4300,462.54,7.05,9.02,1915.3,0.94,0.02,306,1915,84.93
4301,489.05,10.52,15.49,2318.89,1.26,0.03,368,2319,100.0
4302,491.19,9.35,13.66,2323.93,1.08,0.02,365,2324,100.0
4303,518.67,14.62,21.61,2388.06,1.3,0.03,392,2388,100.0
4304,489.05,10.52,15.49,2318.93,1.26,0.03,368,2319,100.0
4305,445.0,3.91,5.71,2211.91,1.02,0.02,331,2212,100.0
4306,449.44,5.48,8.0,2223.0,1.02,0.02,334,2223,100.0
4307,445.0,3.91,5.72,2211.9,1.02,0.02,329,2212,100.0
4308,518.67,14.62,21.61,2388.07,1.3,0.03,391,2388,100.0
4309,518.67,14.62,21.61,2388.06,1.3,0.03,392,2388,100.0
4310,489.05,10.52,15.49,2318.91,1.26,0.03,368,2319,100.0
4311,489.05,10.52,15.49,2318.87,1.26,0.03,370,2319,100.0
4312,445.0,3.91,5.71,2211.83,1.02,0.02,331,2212,100.0
4313,462.54,7.05,9.02,1915.35,0.94,0.02,306,1915,84.93
4314,491.19,9.35,13.65,2323.96,1.08,0.02,364,2324,100.0
4315,445.0,3.91,5.71,2211.92,1.02,0.02,331,2212,100.0
4316,462.54,7.05,9.02,1915.25,0.94,0.02,306,1915,84.93
4317,445.0,3.91,5.72,2211.86,1.02,0.02,332,2212,100.0
4318,445.0,3.91,5.71,2211.94,1.02,0.02,331,2212,100.0
4319,449.44,5.48,8.0,2222.94,1.02,0.02,334,2223,100.0
4320,462.54,7.05,9.03,1915.33,0.94,0.02,306,1915,84.93
4321,449.44,5.48,8.0,2222.98,1.02,0.02,332,2223,100.0
4322,462.54,7.05,9.02,1915.37,0.94,0.02,307,1915,84.93
4323,518.67,14.62,21.61,2388.05,1.3,0.03,394,2388,100.0
4324,491.19,9.35,13.66,2323.88,1.07,0.02,364,2324,100.0
4325,489.05,10.52,15.49,2318.91,1.26,0.03,368,2319,100.0
4326,445.0,3.91,5.71,2211.92,1.02,0.02,331,2212,100.0
4327,449.44,5.48,8.0,2222.95,1.02,0.02,333,2223,100.0
4328,462.54,7.05,9.02,1915.38,0.94,0.02,305,1915,84.93
4329,449.44,5.48,8.0,2222.97,1.02,0.02,334,2223,100.0
4330,462.54,7.05,9.02,1915.42,0.94,0.02,307,1915,84.93
4331,445.0,3.91,5.72,2211.92,1.02,0.02,328,2212,100.0
4332,491.19,9.35,13.65,2323.93,1.08,0.02,365,2324,100.0
4333,518.67,14.62,21.61,2388.08,1.3,0.03,390,2388,100.0
4334,462.54,7.05,9.03,1915.4,0.94,0.02,308,1915,84.93
4335,462.54,7.05,9.02,1915.35,0.94,0.02,308,1915,84.93
4336,445.0,3.91,5.72,2211.98,1.02,0.02,330,2212,100.0
4337,491.19,9.35,13.65,2323.96,1.08,0.02,362,2324,100.0
4338,449.44,5.48,8.0,2222.88,1.02,0.02,334,2223,100.0
4339,518.67,14.62,21.61,2388.07,1.3,0.03,391,2388,100.0
4340,491.19,9.35,13.66,2323.89,1.08,0.02,365,2324,100.0
4341,518.67,14.62,21.61,2388.02,1.3,0.03,391,2388,100.0
4342,491.19,9.35,13.65,2323.93,1.08,0.02,365,2324,100.0
4343,518.67,14.62,21.61,2388.11,1.3,0.03,393,2388,100.0
4344,489.05,10.52,15.49,2318.86,1.26,0.03,370,2319,100.0
4345,462.54,7.05,9.02,1915.38,0.94,0.02,309,1915,84.93
4346,491.19,9.35,13.65,2324.0,1.08,0.02,365,2324,100.0
4347,491.19,9.35,13.65,2323.96,1.08,0.02,365,2324,100.0
4348,445.0,3.91,5.71,2211.94,1.02,0.02,331,2212,100.0
4349,518.67,14.62,21.61,2388.04,1.3,0.03,392,2388,100.0
4350,445.0,3.91,5.72,2211.92,1.02,0.02,332,2212,100.0
4351,491.19,9.35,13.66,2323.91,1.08,0.02,364,2324,100.0
4352,518.67,14.62,21.61,2388.09,1.3,0.03,393,2388,100.0
4353,489.05,10.52,15.49,2318.9,1.26,0.03,369,2319,100.0
4354,491.19,9.35,13.66,2324.05,1.08,0.02,364,2324,100.0
4355,518.67,14.62,21.61,2388.09,1.3,0.03,391,2388,100.0
4356,518.67,14.62,21.61,2388.11,1.3,0.03,391,2388,100.0
4357,489.05,10.52,15.49,2318.88,1.26,0.03,369,2319,100.0
4358,462.54,7.05,9.03,1915.33,0.94,0.02,306,1915,84.93
4359,489.05,10.52,15.49,2318.89,1.26,0.03,368,2319,100.0
4360,518.67,14.62,21.61,2388.11,1.3,0.03,393,2388,100.0
4361,449.44,5.48,8.0,2222.97,1.02,0.02,334,2223,100.0
4362,489.05,10.52,15.49,2318.96,1.26,0.03,368,2319,100.0
4363,489.05,10.52,15.49,2318.92,1.26,0.03,370,2319,100.0
4364,518.67,14.62,21.61,2388.07,1.3,0.03,393,2388,100.0
4365,489.05,10.52,15.49,2318.92,1.26,0.03,370,2319,100.0
4366,491.19,9.35,13.66,2323.99,1.07,0.02,365,2324,100.0
4367,445.0,3.91,5.72,2211.89,1.02,0.02,330,2212,100.0
4368,491.19,9.35,13.66,2324.0,1.08,0.02,367,2324,100.0
4369,518.67,14.62,21.61,2388.14,1.3,0.03,391,2388,100.0
4370,462.54,7.05,9.03,1915.39,0.94,0.02,307,1915,84.93
4371,489.05,10.52,15.49,2318.93,1.26,0.03,368,2319,100.0
4372,462.54,7.05,9.03,1915.37,0.94,0.02,309,1915,84.93
4373,518.67,14.62,21.61,2388.07,1.3,0.03,393,2388,100.0
4374,449.44,5.48,8.0,2223.03,1.02,0.02,334,2223,100.0
4375,449.44,5.48,8.0,2222.98,1.02,0.02,335,2223,100.0
4376,445.0,3.91,5.72,2211.95,1.02,0.02,331,2212,100.0
4377,518.67,14.62,21.61,2388.08,1.3,0.03,393,2388,100.0
4378,445.0,3.91,5.72,2211.94,1.02,0.02,330,2212,100.0
4379,445.0,3.91,5.72,2211.88,1.02,0.02,330,2212,100.0
4380,449.44,5.48,8.0,2223.02,1.02,0.02,334,2223,100.0
4381,445.0,3.91,5.71,2211.82,1.02,0.02,332,2212,100.0
4382,462.54,7.05,9.03,1915.38,0.94,0.02,307,1915,84.93
4383,445.0,3.91,5.72,2211.92,1.02,0.02,332,2212,100.0
4384,449.44,5.48,8.0,2223.0,1.02,0.02,333,2223,100.0
4385,518.67,14.62,21.61,2388.15,1.3,0.03,393,2388,100.0
4386,518.67,14.62,21.61,2388.12,1.3,0.03,394,2388,100.0
4387,489.05,10.52,15.49,2318.96,1.26,0.03,371,2319,100.0
4388,449.44,5.48,8.0,2223.07,1.02,0.02,334,2223,100.0
4389,489.05,10.52,15.49,2318.99,1.26,0.03,368,2319,100.0
4390,445.0,3.91,5.72,2211.95,1.02,0.02,331,2212,100.0
4391,462.54,7.05,9.03,1915.37,0.94,0.02,309,1915,84.93
4392,518.67,14.62,21.61,2388.06,1.3,0.03,392,2388,100.0
4393,445.0,3.91,5.72,2211.96,1.02,0.02,330,2212,100.0
4394,462.54,7.05,9.03,1915.39,0.94,0.02,307,1915,84.93
4395,518.67,14.62,21.61,2388.1,1.3,0.03,395,2388,100.0
4396,445.0,3.91,5.72,2211.96,1.02,0.02,330,2212,100.0
4397,491.19,9.35,13.66,2324.07,1.07,0.03,366,2324,100.0
4398,491.19,9.35,13.66,2324.06,1.08,0.02,365,2324,100.0
4399,489.05,10.52,15.49,2318.99,1.26,0.03,370,2319,100.0
4400,489.05,10.52,15.5,2319.0,1.26,0.03,371,2319,100.0
4401,449.44,5.48,8.0,2223.04,1.02,0.02,334,2223,100.0
4402,445.0,3.91,5.71,2211.93,1.02,0.02,332,2212,100.0
4403,491.19,9.35,13.66,2324.05,1.07,0.02,368,2324,100.0
4404,449.44,5.48,8.0,2223.05,1.02,0.02,333,2223,100.0
4405,445.0,3.91,5.72,2211.92,1.02,0.02,333,2212,100.0
4406,491.19,9.35,13.66,2324.08,1.07,0.03,366,2324,100.0
4407,491.19,9.35,13.66,2324.12,1.08,0.02,365,2324,100.0
4408,518.67,14.62,21.61,2388.1,1.3,0.03,393,2388,100.0
4409,445.0,3.91,5.72,2211.95,1.02,0.02,331,2212,100.0
4410,518.67,14.62,21.61,2388.16,1.3,0.03,394,2388,100.0
4411,445.0,3.91,5.72,2211.95,1.02,0.02,331,2212,100.0
4412,491.19,9.35,13.66,2324.09,1.07,0.02,366,2324,100.0
4413,491.19,9.35,13.66,2324.07,1.07,0.02,366,2324,100.0
4414,445.0,3.91,5.72,2211.91,1.02,0.02,334,2212,100.0
4415,491.19,9.35,13.66,2324.11,1.08,0.03,367,2324,100.0
4416,489.05,10.52,15.49,2319.0,1.26,0.03,372,2319,100.0
4417,462.54,7.05,9.03,1915.44,0.94,0.02,308,1915,84.93
4418,449.44,5.48,8.0,2223.02,1.02,0.02,336,2223,100.0
4419,462.54,7.05,9.03,1915.43,0.94,0.02,308,1915,84.93
4420,449.44,5.48,8.0,2223.02,1.02,0.02,335,2223,100.0
4421,491.19,9.35,13.66,2324.08,1.08,0.03,366,2324,100.0
4422,518.67,14.62,21.61,2388.12,1.3,0.03,394,2388,100.0
4423,518.67,14.62,21.61,2388.2,1.3,0.03,395,2388,100.0
4424,445.0,3.91,5.72,2211.93,1.02,0.02,333,2212,100.0
4425,445.0,3.91,5.71,2211.95,1.02,0.02,333,2212,100.0
4426,518.67,14.62,21.61,2388.17,1.3,0.03,395,2388,100.0
4427,449.44,5.48,8.0,2223.08,1.02,0.02,336,2223,100.0
4428,449.44,5.48,8.0,2223.1,1.02,0.02,335,2223,100.0
4429,445.0,3.91,5.72,2211.91,1.02,0.02,332,2212,100.0
4430,449.44,5.48,8.0,2223.07,1.02,0.02,336,2223,100.0
4431,445.0,3.91,5.72,2211.95,1.02,0.02,333,2212,100.0
4432,518.67,14.62,21.61,2388.23,1.3,0.03,395,2388,100.0
4433,489.05,10.52,15.5,2319.18,1.26,0.03,371,2319,100.0
4434,445.0,3.91,5.72,2211.93,1.02,0.02,334,2212,100.0
4435,449.44,5.48,8.0,2223.13,1.02,0.02,338,2223,100.0
4436,491.19,9.35,13.66,2324.14,1.08,0.03,368,2324,100.0
4437,491.19,9.35,13.66,2324.14,1.08,0.03,367,2324,100.0
4438,445.0,3.91,5.72,2211.95,1.02,0.02,334,2212,100.0
4439,491.19,9.35,13.66,2324.23,1.07,0.03,367,2324,100.0
4440,445.0,3.91,5.72,2211.9,1.02,0.02,333,2212,100.0
4441,449.44,5.48,8.0,2223.1,1.02,0.02,335,2223,100.0
4442,518.67,14.62,21.61,2388.26,1.3,0.03,396,2388,100.0
4443,445.0,3.91,5.72,2211.73,1.02,0.02,332,2212,100.0
4444,445.0,3.91,5.71,2211.73,1.02,0.02,331,2212,100.0
4445,445.0,3.91,5.72,2211.72,1.02,0.02,331,2212,100.0
4446,489.05,10.52,15.49,2318.94,1.26,0.03,369,2319,100.0
4447,445.0,3.91,5.72,2211.75,1.02,0.02,332,2212,100.0
4448,491.19,9.35,13.65,2323.94,1.08,0.02,364,2324,100.0
4449,489.05,10.52,15.49,2318.88,1.26,0.03,367,2319,100.0
4450,489.05,10.52,15.5,2318.94,1.26,0.03,369,2319,100.0
4451,489.05,10.52,15.49,2318.93,1.26,0.03,370,2319,100.0
4452,491.19,9.35,13.66,2323.96,1.08,0.02,366,2324,100.0
4453,489.05,10.52,15.49,2318.92,1.26,0.03,370,2319,100.0
4454,491.19,9.35,13.65,2323.93,1.08,0.02,364,2324,100.0
4455,445.0,3.91,5.72,2211.69,1.02,0.02,329,2212,100.0
4456,491.19,9.35,13.66,2323.93,1.08,0.02,366,2324,100.0
4457,518.67,14.62,21.61,2388.09,1.3,0.03,393,2388,100.0
4458,445.0,3.91,5.71,2211.71,1.02,0.02,332,2212,100.0
4459,445.0,3.91,5.72,2211.76,1.02,0.02,330,2212,100.0
4460,445.0,3.91,5.72,2211.74,1.02,0.02,331,2212,100.0
4461,491.19,9.35,13.66,2323.88,1.08,0.02,365,2324,100.0
4462,445.0,3.91,5.72,2211.71,1.02,0.02,330,2212,100.0
4463,449.44,5.48,8.0,2222.8,1.02,0.02,335,2223,100.0
4464,518.67,14.62,21.61,2388.1,1.3,0.03,391,2388,100.0
4465,489.05,10.52,15.49,2318.92,1.26,0.03,370,2319,100.0
4466,449.44,5.48,8.0,2222.77,1.02,0.02,333,2223,100.0
4467,445.0,3.91,5.72,2211.72,1.02,0.02,329,2212,100.0
4468,518.67,14.62,21.61,2388.11,1.3,0.03,393,2388,100.0
4469,518.67,14.62,21.61,2388.12,1.3,0.03,392,2388,100.0
4470,489.05,10.52,15.49,2318.98,1.26,0.03,369,2319,100.0
4471,489.05,10.52,15.49,2318.92,1.26,0.03,370,2319,100.0
